400.0,20000.0
1172.4923548758363,58624.617743791816
5589.783007233747,279489.15036168735
385.0724781560567,19253.623907802837
834.473085937267,41723.65429686335
151.37813069350062,7568.906534675031
145.31000485389,7265.5002426945
406.62524825277114,20331.262412638556
749.1078962518387,37455.394812591934
762.0073081279842,38100.36540639921
767.5685407368225,38378.42703684112
629.1288198940841,31456.440994704208
781.3975770426899,39069.8788521345
855.8632702760842,42793.16351380421
1017.4733484665849,50873.66742332924
1062.96559489708,53148.27974485401
1226.7239239504236,61336.19619752118
777.4685940372993,38873.42970186497
685.0,34250.0
559.7188060386339,27985.940301931696
526.160056200881,26308.002810044047
171.40864646452403,8570.432323226201
82.80933520327979,4140.466760163989
204.5690135327857,10228.450676639286
234.75929996094058,11737.96499804703
294.9534234148889,14747.671170744445
324.7363222725135,16236.816113625677
396.7055322598923,19835.276612994618
294.1994489640089,14709.972448200446
304.9459263642017,15247.296318210085
252.80847174249618,12640.42358712481
197.87520962049024,9893.760481024512
305.0943072330543,15254.715361652714
260.14567734825505,13007.283867412752
348.01111881688297,17400.555940844148
60.48519254860289,3024.2596274301445
356.5628463207542,17828.14231603771
284.31848028906865,14215.924014453432
